Date,Open,High,Low,Close,Volume
2023-01-03,237.84825439790933,240.46078689316013,232.290495791577,234.423583984375,25740000
2023-01-04,227.28067869083657,227.85797664505387,221.09671066302377,224.16912841796875,50623400
2023-01-05,222.31003716133554,222.6525101847704,216.9871183182412,217.52528381347656,39585600
2023-01-06,218.20042850517999,220.90102036196717,214.62899248610293,220.08888244628906,43613600
2023-01-09,221.5761420882489,226.26305588050707,221.53700957259352,222.23171997070312,27369800
2023-01-10,222.85794808179193,226.33154491565162,222.43721007807753,223.92449951171875,27033900
2023-01-11,226.31199829516942,230.87170589795403,226.1358795554185,230.69558715820312,28669300
2023-01-12,230.1965511287431,234.73668494527053,228.53314279943885,233.37660217285156,27269500
2023-01-13,231.8991004502628,234.21808667704465,229.8638660470709,234.0811004638672,21333300
2023-01-17,232.84823653758127,235.72496209284455,231.9871717644744,235.17701721191406,29831300
2023-01-18,236.37076466345434,237.16332887463713,230.45097410915378,230.73472595214844,30028700
2023-01-19,228.74840601373435,230.4509617716894,225.71512062356072,226.93821716308594,28623000
2023-01-20,229.80519590044025,235.55864761839413,229.4627228485126,235.04983520507812,35389800
2023-01-23,235.91086666584914,239.89326123728026,234.49206273479518,237.3590087890625,31934000
2023-01-24,237.28074883436128,238.69953795471773,235.2650879547733,236.8306427001953,40234400
2023-01-25,229.4333414223457,238.0635179347867,225.93039107535145,235.43141174316406,66526600
2023-01-26,238.40597158463132,242.9656790686591,236.79149012411796,242.662353515625,33454500
2023-01-27,243.6310618794315,244.45297920647357,241.51754738385625,242.8189239501953,26498900
2023-01-30,239.2474376856289,240.3139891044338,236.9871579041488,237.48619079589844,25867400
2023-01-31,238.21029409203948,242.61344191233738,237.72105544533972,242.47645568847656,26541100
2023-02-01,242.66236776319857,249.6878275342772,240.18682141552847,247.3101348876953,31259900
2023-02-02,253.24946308292516,258.99311917464655,251.7132467911275,258.9050598144531,39940400
2023-02-03,253.95400217102897,258.5137098891533,251.56651521371487,252.78961181640625,29077300
2023-02-06,251.89916890250527,252.74064494846758,249.29641600703994,251.2435760498047,22518000
2023-02-07,254.92269717724312,262.985340807931,254.48237043515354,261.8013916015625,50841400
2023-02-08,267.31994454545406,270.8033204877072,260.48036959562694,260.98919677734375,54686000
2023-02-09,267.9070265007635,268.0831750785003,257.14377806067694,257.9461364746094,42375100
2023-02-10,255.9011311004859,258.40603024749146,255.04986074687702,257.4373474121094,25818500
2023-02-13,261.879679445157,268.68987310618746,261.4002052618533,265.48046875,44630900
2023-02-14,266.8013723543899,269.05185781059515,263.48432054830886,266.3121337890625,37047900
2023-02-15,263.2026047275784,265.5666447691535,261.1034044657681,264.18353271484375,28922400
2023-02-16,258.9846605908433,261.652786574721,256.90509753226513,257.15032958984375,29603600
2023-02-17,254.44295681423097,255.12958852987995,251.11759615236792,253.1383056640625,30000100
2023-02-21,249.62656685950031,250.61731377289414,246.791685383644,247.85108947753906,28397400
2023-02-22,249.2440072512969,249.4892392663738,245.56552702514333,246.7132110595703,22491100
2023-02-23,250.68596782653108,251.94155452190677,245.70285158085764,249.91104125976562,29219100
2023-02-24,245.19276526490697,246.21292378160817,243.36823861745583,244.4668731689453,24990900
2023-02-27,247.6450992749113,247.9982339676097,244.63364301109786,245.3889617919922,21190000
