Date,Open,High,Low,Close,Volume
2022-01-03,122.03744284865748,123.90854503884132,119.3347396850586,119.3347396850586,5308664
2022-01-04,118.91895589397181,127.02706652310626,118.91895589397181,124.11646270751953,7556940
2022-01-05,125.57175294838127,135.7588653564453,124.53225168225228,135.7588653564453,9424716
2022-01-06,137.62998383781598,139.91688689252288,132.22457661759964,135.96678161621094,8488304
2022-01-07,135.96676604047374,142.20377365700924,133.88776350162857,140.12477111816406,9092064
2022-01-10,145.7381075135642,151.97511639431585,139.29319833678744,139.5010986328125,10878204
2022-01-11,140.95637989192505,143.2432828105256,133.4719703401414,133.67987060546875,9905348
2022-01-12,130.9771909021805,134.51149605350915,129.10608817500648,131.8087921142578,9360524
2022-01-13,130.64452723771421,142.95221236321515,129.89607869517988,141.6216583251953,12315060
2022-01-14,144.9480723146933,145.0728074023222,138.87738182864973,139.29318237304688,12652120
2022-01-18,145.7796777628082,150.4782189793086,143.4096095131809,149.27239990234375,11428240
2022-01-19,147.65078294994674,154.84412763806745,144.5322787170806,154.46990966796875,10714860
2022-01-20,150.353461026707,161.24742634571734,145.15595485659975,160.5405731201172,12453820
2022-01-21,163.5343646187399,174.2620272999503,159.8753245550688,173.7630615234375,18443920
2022-01-24,182.53644044221573,199.91689826056788,170.47822455878918,171.60089111328125,25011320
2022-01-25,181.16430888926624,188.35765349449127,174.80255271399614,183.28488159179688,18620400
2022-01-26,170.8524578148784,190.27035020736687,164.53229653729403,183.57595825195312,20689040
2022-01-27,176.50732482107063,191.39297870555566,173.5967211137738,189.60504150390625,16208700
2022-01-28,186.48657955936812,195.01049233744405,171.5177571198202,171.80882263183594,16079020
2022-01-31,169.72977128392873,172.22457431491705,154.4698876686937,155.4262237548828,13247040
2022-02-01,153.51355489751492,160.2910982023661,151.22665206972502,152.09982299804688,11504040
2022-02-02,146.7775913384432,153.67988287407343,146.4449559805052,148.4823760986328,15574840
2022-02-03,160.3326777983612,167.73392173625336,156.34099039925866,166.1538848876953,15474320
2022-02-04,165.61331745022582,168.6070858254043,155.21830599366575,160.29107666015625,15657720
2022-02-07,159.08532688596472,165.57181938677607,155.88365689265567,163.6591339111328,11044660
2022-02-08,165.53019459744024,167.06864895481817,156.75680082006377,158.3368377685547,13733040
2022-02-09,152.18298197468923,154.34514963581165,148.1497120761731,148.2744598388672,12793960
2022-02-10,156.96468521073018,160.54057196794525,148.5239403267434,158.12892150878906,24462340
2022-02-11,158.2537096022466,174.96888597186566,156.049958826752,173.05621337890625,23597280
2022-02-14,174.3035829382159,178.08735751619906,167.48444426358836,172.640380859375,22048020
2022-02-15,164.6570113123781,166.2786308556398,159.5010872333709,159.87530517578125,16286360
2022-02-16,162.78591452333808,167.15182027683758,158.54474385853402,160.0000457763672,16054500
2022-02-17,164.44911791157477,174.8025490930677,163.4511991270741,174.17884826660156,15629480
2022-02-18,172.76513378281848,183.78384869315465,172.18301553294782,180.00006103515625,23578680
2022-02-22,184.9896688425784,191.55932538353758,176.17470447754596,185.44705200195312,22564860
2022-02-23,180.33271074658873,200.37429043611334,178.87740876400136,199.6258544921875,21023700
2022-02-24,219.1268877819653,219.8337537859845,178.75265222015656,180.1248016357422,29670100
2022-02-25,178.37844934979103,184.61545806831518,171.01877398624183,171.1851043701172,17069140
2022-02-28,176.09155020834822,177.8794876731436,167.1518375059173,169.35557556152344,22543340
2022-03-01,171.2682378722654,181.20586812345078,167.90025100006272,177.33892822265625,22611500
2022-03-02,175.1351800524181,179.50108541152457,166.5696870005167,168.73184204101562,16394440
2022-03-03,164.6154479187776,178.54476741940115,164.4491302237797,175.7589111328125,17900280
2022-03-04,179.542669526054,187.11024449000672,177.29734913001903,183.4096221923828,19287680
2022-03-07,183.40963158706734,204.11649462892674,181.53852904632487,203.7838592529297,20217320
