Date,Open,High,Low,Close,Volume
2022-01-03,80.40788030599525,82.13744292182552,79.10950758896203,81.98892211914062,76505200
2022-01-04,82.32429019877388,82.35303521636253,76.84334932218012,78.8028793334961,106648200
2022-01-05,77.79678395080961,78.43878051725255,71.38638046621703,71.55406951904297,133245200
2022-01-06,70.44253152069805,73.21174698407701,69.19207207847423,71.35762023925781,154226600
2022-01-07,71.3384449645942,72.31581933178447,68.03263667031993,69.02438354492188,142713400
2022-01-10,66.28391824331933,69.44120598610185,63.28952380353319,69.27831268310547,179217400
2022-01-11,68.71774853108461,72.35893471894586,67.57269250770075,72.32540130615234,154326800
2022-01-12,73.76751464285731,74.70655274908621,71.80798445936328,73.14946746826172,138371200
2022-01-13,73.90642662206461,74.308878700649,67.09358133354108,67.84098815917969,86765900
2022-01-14,66.20247499525522,69.05793321178689,66.1162399304894,68.86629486083984,89225800
2022-01-18,65.62752594065287,66.80612252018278,63.29908510202235,63.90275955200195,77660000
2022-01-19,64.54477164553232,65.83834858205884,61.4785146618744,61.67973709106445,91642200
2022-01-20,63.260777899948096,65.33050705595717,58.929688559070875,59.29380798339844,86098500
2022-01-21,58.08646353221771,59.43753423759935,54.13865469146523,54.30154800415039,171027300
2022-01-24,51.599399221035455,55.336404632338905,46.15678804875813,55.08727264404297,255084600
2022-01-25,51.88686593354214,53.956591129128356,49.5871696472168,51.024478912353516,173749000
2022-01-26,54.60817332624589,56.39043380022179,49.22305181298774,50.92866134643555,207838100
2022-01-27,53.08462519172777,53.8895185497233,48.90684555523984,49.405113220214844,161764100
2022-01-28,50.21000763586643,54.10032256873746,48.006130394865934,54.01408386230469,167016200
2022-01-31,54.66566341308856,59.4662785601632,53.87035416151102,59.24589157104492,113751100
2022-02-01,59.811233624407706,60.70236574801153,57.2336600737652,60.3765754699707,101845800
2022-02-02,62.49421187510981,62.63794427260156,59.744157346283615,61.80430221557617,100815200
2022-02-03,56.8407879528254,58.517648698428594,53.774527572669136,54.36861801147461,105575000
2022-02-04,54.49318501878871,57.8852358097086,53.554143390928374,56.2467041015625,96534400
2022-02-07,56.601241350668616,57.751089550347444,54.34945818671702,54.9722900390625,76956100
2022-02-08,54.42610615172301,57.32947314179017,53.879928963102365,56.84078598022461,79296600
