Date,Open,High,Low,Close,Volume
2023-01-03,88.97631857972549,90.4263244711382,87.91364821898763,88.5095443725586,28131200
2023-01-04,89.73110905085134,90.02905710848832,86.67220495736261,87.4766616821289,34854800
2023-01-05,86.8708478238016,86.97016132679408,85.3116023377022,85.60954284667969,27194400
2023-01-06,86.19549412333996,87.08933068765106,84.27871421542477,86.7417221069336,41381500
2023-01-09,87.75474345560666,89.4331695495465,87.25816840553064,87.41706848144531,29003900
2023-01-10,85.39105735353961,88.06262623356912,85.24208330842042,87.81433868408203,30467800
2023-01-11,88.56912924744373,90.97255075305516,88.40029554318691,90.89309692382812,26862000
2023-01-12,90.85337642641241,91.24070436753142,89.13522338270101,90.50576782226562,30258100
2023-01-13,90.22768590186173,91.55851098824732,89.51261661092427,91.4889907836914,26329200
2023-01-17,91.42939508883157,91.6180960310852,89.4331688584874,90.6646728515625,32602400
2023-01-18,91.50885948679696,92.16434226058483,90.01913417597157,90.495849609375,29116700
2023-01-19,90.09857897517838,92.96878218001514,90.00919152538334,92.4126205444336,37000400
2023-01-20,94.44857523506278,97.62666017673301,94.36912140666584,97.34857177734375,63191100
2023-01-23,97.27906024097814,99.35474812430549,96.8321456764025,99.10646057128906,40005100
2023-01-24,97.42803093472394,98.9276898249223,96.5341942592039,97.03076934814453,33078500
2023-01-25,94.91535768313268,95.50132020032594,93.11775837133916,94.56775665283203,42330000
2023-01-26,95.83899512609038,96.90166554616475,94.72666416473407,96.85200500488281,30114000
2023-01-27,96.6434441075587,99.63282834879519,96.6434441075587,98.68933868408203,33879800
2023-01-30,96.81228775121231,97.61673701280314,95.73968368433458,96.27598571777344,27226200
2023-01-31,96.20645682604395,98.20268315266414,96.15679628817142,98.16295623779297,29870700
2023-02-01,98.03384603535108,100.49686163170139,96.91158914355285,99.7420654296875,35531100
2023-02-02,105.07528520126132,107.11123839079693,104.88658425472231,107.00199127197266,69883800
2023-02-03,102.22494486291488,107.07151484914603,101.87734382713276,104.06227111816406,65309300
2023-02-06,101.69857720610024,103.64515059717341,101.1821348832258,102.19515228271484,31999600
2023-02-07,102.51295768495851,107.43898142309807,102.413644187333,106.90267944335938,49010200
2023-02-08,101.35098153887236,102.43351162623514,97.36844709177582,98.68933868408203,94743500
2023-02-09,99.31501673753093,99.34481003021067,92.9886474435818,94.35919952392578,119455000
2023-02-10,94.79617240940175,96.08727054839915,93.60439534043017,93.92220306396484,54980700
2023-02-13,94.0910437433125,94.54789190623137,93.19720708667369,93.9619369506836,50076100
2023-02-14,93.78316845750277,94.20028969972182,91.62803446223668,94.03145599365234,54726100
2023-02-15,93.84276310807108,96.45475306225306,93.50509566690675,96.27598571777344,50169000
2023-02-16,94.7167258913076,97.01090015224685,94.09103649131777,94.85576629638672,42462600
2023-02-17,94.20027985438401,94.90541547409548,92.5715143936439,93.70370483398438,34284100
2023-02-21,92.36296567753287,92.46227917896354,91.09173467409758,91.1612548828125,33629300
2023-02-22,91.07186212673855,91.4790573091785,89.98933214302377,91.02220916748047,30884000
2023-02-23,91.29035364966276,91.31022089448263,89.14515341427997,90.26741027832031,41206400
2023-02-24,88.82735191404939,89.27426645106479,87.9732421781732,88.51947021484375,36585100
2023-02-27,89.25440979003906,89.54242425273972,88.72803382757155,89.25440979003906,27502300
