timestamp,ticker,strategy,action,net_score,bull_score,bear_score,confidence,peak_confidence,shares_planned,price,quantity,value,order_ref,pos_size
2022-03-18,AAPL,day_trading,SIGNAL_BUY,0.7384320931558808,1.0,0.0,0.8692160465779404,0.8692160465779404,183.0,160.97129821777344,,,,
2022-03-21,AAPL,day_trading,BUY,,,,,,,160.509897071507,183.0,29373.311164085782,1.0,
2022-03-24,AAPL,day_trading,SIGNAL_SELL,0.7814497680141612,0.8,0.19999999999999996,0.8907248840070806,0.8907248840070806,,170.8761749267578,,,,183.0
2022-03-25,AAPL,day_trading,SELL,,,,,,,170.68965237563202,-183.0,-31236.20638474066,2.0,
2022-03-25,AAPL,day_trading,SIGNAL_BUY,0.7398829726331326,0.8,0.19999999999999996,0.8699414863165663,0.8907248840070806,174.0,171.5142364501953,,,,
2022-03-28,AAPL,day_trading,BUY,,,,,,,169.01103833923784,174.0,29407.920671027383,3.0,
2022-04-08,AAPL,day_trading,SIGNAL_SELL,0.5550908851472299,0.2,0.8,0.777545442573615,0.8907248840070806,,166.96917724609375,,,,174.0
2022-04-11,AAPL,day_trading,SELL,,,,,,,165.61451299486157,-174.0,-28816.925261105913,4.0,
2022-05-27,AAPL,day_trading,SIGNAL_BUY,0.6295225131379568,0.4,0.6,0.8147612565689784,0.8907248840070806,172.0,147.11021423339844,,,,
2022-05-31,AAPL,day_trading,BUY,,,,,,,146.54988348979353,172.0,25206.579960244486,5.0,
2022-06-09,AAPL,day_trading,SIGNAL_SELL,0.5009987625796214,0.4,0.6,0.7504993812898106,0.8907248840070806,,140.22857666015625,,,,172.0
2022-06-10,AAPL,day_trading,SELL,,,,,,,137.9084627463307,-172.0,-23720.25559236888,6.0,
2022-06-23,AAPL,day_trading,SIGNAL_BUY,0.5295281524211376,0.2,0.8,0.7647640762105687,0.8907248840070806,154.0,135.93246459960938,,,,
2022-06-24,AAPL,day_trading,BUY,,,,,,,137.53489628676303,154.0,21180.374028161506,7.0,
2022-07-21,AAPL,day_trading,SIGNAL_SELL,0.7963841697508581,0.8,0.19999999999999996,0.898192084875429,0.9013449317931138,,152.7237091064453,,,,154.0
2022-07-22,AAPL,day_trading,SELL,,,,,,,152.76304161776633,-154.0,-23525.508409136015,8.0,
2022-07-22,AAPL,day_trading,SIGNAL_BUY,0.7704330070752892,0.8,0.19999999999999996,0.8852165035376446,0.9013449317931138,201.0,151.48501586914062,,,,
2022-07-25,AAPL,day_trading,BUY,,,,,,,151.40633528462277,201.0,30432.673392209177,9.0,
2022-07-29,AAPL,day_trading,SIGNAL_SELL,0.9159158135216642,0.8,0.19999999999999996,0.9579579067608321,0.9579579067608321,,159.7626190185547,,,,201.0
2022-08-01,AAPL,day_trading,SELL,,,,,,,158.28800912044616,-201.0,-31815.88983320968,10.0,
2022-08-01,AAPL,day_trading,SIGNAL_BUY,0.8071351281152521,0.8,0.19999999999999996,0.9035675640576261,0.9579579067608321,195.0,158.77955627441406,,,,
2022-08-02,AAPL,day_trading,BUY,,,,,,,157.39337573631735,195.0,30691.708268581882,11.0,
2022-08-03,AAPL,day_trading,SIGNAL_SELL,0.8536172693532701,0.8,0.19999999999999996,0.9268086346766351,0.9579579067608321,,163.32147216796875,,,,195.0
2022-08-04,AAPL,day_trading,SELL,,,,,,,163.2034517641096,-195.0,-31824.67309400137,12.0,
2022-08-05,AAPL,day_trading,SIGNAL_BUY,0.758916160185526,0.8,0.19999999999999996,0.8794580800927629,0.9579579067608321,192.0,162.7804718017578,,,,
2022-08-08,AAPL,day_trading,BUY,,,,,,,163.7845816314674,192.0,31446.63967324174,13.0,
2022-08-10,AAPL,day_trading,SIGNAL_SELL,0.7953356063387407,0.6,0.4,0.8976678031693703,0.9579579067608321,,166.61000061035156,,,,192.0
2022-08-11,AAPL,day_trading,SELL,,,,,,,167.41722179567384,-192.0,-32144.106584769375,14.0,
2022-08-19,AAPL,day_trading,SIGNAL_BUY,0.6930542744085544,0.8,0.19999999999999996,0.8465271372042772,0.9579579067608321,171.0,168.85458374023438,,,,
2022-08-22,AAPL,day_trading,BUY,,,,,,,167.0530078857762,171.0,28566.06434846773,15.0,
2022-08-22,AAPL,day_trading,SIGNAL_SELL,0.5740757733132665,0.4,0.6,0.7870378866566332,0.9579579067608321,,164.96595764160156,,,,171.0
2022-08-23,AAPL,day_trading,SELL,,,,,,,164.4835626089626,-171.0,-28126.689206132603,16.0,
2022-10-17,AAPL,day_trading,SIGNAL_BUY,0.5096595154391408,0.2,0.8,0.7548297577195704,0.9579579067608321,151.0,140.1969451904297,,,,
2022-10-18,AAPL,day_trading,BUY,,,,,,,143.22909439068937,151.0,21627.593252994095,17.0,
2022-10-25,AAPL,day_trading,SIGNAL_SELL,0.761722295535948,0.8,0.19999999999999996,0.880861147767974,0.9579579067608321,,149.9725799560547,,,,151.0
2022-10-26,AAPL,day_trading,SELL,,,,,,,148.61406419672124,-151.0,-22440.72369370491,18.0,
2022-10-26,AAPL,day_trading,SIGNAL_BUY,0.7405926916776977,0.6,0.4,0.8702963458388489,0.9579579067608321,211.0,147.02908325195312,,,,
2022-10-27,AAPL,day_trading,BUY,,,,,,,145.76899295091448,211.0,30757.257512642955,19.0,
2022-10-28,AAPL,day_trading,SIGNAL_SELL,0.9000135356222335,1.0,0.0,0.9500067678111168,0.9579579067608321,,153.3197784423828,,,,211.0
2022-10-31,AAPL,day_trading,SELL,,,,,,,150.7798662143987,-211.0,-31814.551771238126,20.0,
2022-10-31,AAPL,day_trading,SIGNAL_BUY,0.770105258389927,0.8,0.19999999999999996,0.8850526291949635,0.9579579067608321,210.0,150.95706176757812,,,,
2022-11-01,AAPL,day_trading,BUY,,,,,,,152.6700175890912,210.0,32060.70369370915,21.0,
2022-11-03,AAPL,day_trading,SIGNAL_SELL,0.4717136125703849,0.2,0.8,0.7358568062851925,0.9579579067608321,,136.72177124023438,,,,210.0
2022-11-04,AAPL,day_trading,SELL,,,,,,,140.11393200286335,-210.0,-29423.925720601303,22.0,
2022-11-11,AAPL,day_trading,SIGNAL_BUY,0.6630644229905315,0.6,0.4,0.8315322114952657,0.9579579067608321,185.0,147.6180877685547,,,,
2022-11-14,AAPL,day_trading,BUY,,,,,,,146.898256219997,185.0,27176.177400699446,23.0,
2022-11-29,AAPL,day_trading,SIGNAL_SELL,0.47713570253148385,0.2,0.8,0.7385678512657419,0.9579579067608321,,139.20672607421875,,,,185.0
