date,close,sma,sma_long,rsi,ema,ema_long,mom,roc,adx,composite_score,bull_components,total_components,signal,atr,peak_composite,confidence,peak_confidence,effective_risk_fraction,realized_vol
2023-06-16,182.8793182373047,170.36694091796875,160.68022567749023,70.06047383425654,174.22113886548104,162.37881183427618,9.76104736328125,5.638369257040621,40.142014248795505,0.9999999999999999,5,5,1,2.769956506493909,1.0,1.0,1.0,0.01,0.20557387892574747
2023-06-20,182.9683380126953,170.77394775390624,161.11103759765626,70.21165833166717,174.72097881675043,162.83635686046327,9.741302490234375,5.623430811971208,40.86217309308079,1.0,5,5,1,2.6914847998896616,1.0,1.0,1.0,0.01,0.20557387892574747
2023-06-21,181.92991638183594,171.21213409423828,161.5107571411133,66.02341199420334,175.1329181061839,163.26065818316044,9.652297973632812,5.602757957079585,40.975288433685975,1.0,5,5,1,2.698442109778209,1.0,1.0,1.0,0.01,0.20557387892574747
2023-06-22,184.93638610839844,171.7347445678711,161.92111572265625,71.35172010481469,175.69311627773902,163.74234102594352,15.269622802734375,8.999772557236385,41.26902498086689,1.0,5,5,1,2.744460907917079,1.0,1.0,1.0,0.01,0.20557387892574747
2023-06-23,184.61990356445312,172.2648519897461,162.35720169067383,70.10537449354064,176.2032184084084,164.20628686013262,14.676239013671875,8.635943594876672,41.6038586876504,1.0,5,5,1,2.7285610386546684,1.0,1.0,1.0,0.01,0.20557387892574747
2023-06-26,183.22547912597656,172.65922485351564,162.76662322998047,64.73958237731861,176.60449044941228,164.62893557715137,12.144485473632812,7.098676021435679,41.97603782066908,1.0,5,5,1,2.732870069324879,1.0,1.0,1.0,0.01,0.20557387892574747
2023-06-27,185.9846649169922,173.11569427490235,163.19239517211915,69.68409715041743,177.14050041898827,165.10350734025894,12.4906005859375,7.199439723830214,42.36770995194771,1.0,5,5,1,2.7580611995829427,1.0,1.0,1.0,0.01,0.20557387892574747
2023-06-28,187.16152954101562,173.59530670166015,163.5767851257324,71.5186373692027,177.71313065453268,165.59368561138686,11.818115234375,6.739982383203436,42.903801267501116,1.0,5,5,1,2.723528703352193,1.0,1.0,1.0,0.01,0.20557387892574747
2023-06-29,187.49778747558594,174.05715148925782,163.92824951171875,72.03927537641019,178.27225390145,166.0804434305913,12.20379638671875,6.96190229391942,43.43111692110149,1.0,5,5,1,2.6088148518786913,1.0,1.0,1.0,0.01,0.20557387892574747
2023-06-30,191.82945251464844,174.58271759033204,164.3503453063965,77.69558267698625,179.04695096506134,166.65264363245922,13.726821899414062,7.707253874912667,44.33578551827992,1.0,5,5,1,2.7679017567845237,1.0,1.0,1.0,0.01,0.20557387892574747
2023-07-03,190.33615112304688,175.09777465820312,164.7287141418457,72.26798315252721,179.69204811694624,167.17894379891672,11.382980346679688,6.360871001779955,45.19522068559943,0.9999999999999999,5,5,1,2.726307970429823,1.0,1.0,1.0,0.01,0.20557387892574747
2023-07-05,189.21861267089844,175.62267639160157,165.12282775878907,68.41613051117046,180.23642323431494,167.6687142182941,11.620346069335938,6.543051512662523,45.62942122960558,1.0,5,5,1,2.6982829176553556,1.0,1.0,1.0,0.01,0.20557387892574747
2023-07-06,189.6933135986328,176.15094909667968,165.53204223632812,69.16787368755418,180.77681696941883,168.1581497600794,12.460952758789062,7.030856385222695,45.592326266580855,1.0,5,5,1,2.704754684387614,1.0,1.0,1.0,0.01,0.20557387892574747
2023-07-07,188.5757598876953,176.68768341064452,165.9264273071289,65.23151528988745,181.2224708504632,168.61187442958197,12.71807861328125,7.232029059586842,45.63254478873215,1.0,5,5,1,2.6832133997144676,1.0,1.0,1.0,0.01,0.20557387892574747
2023-07-10,186.52862548828125,177.1836730957031,166.27229293823243,58.64734303752471,181.52567968690994,169.01002445310863,7.9512786865234375,4.452568497027953,44.76107416186683,1.0,5,5,1,2.748685025593536,1.0,1.0,1.0,0.01,0.20557387892574747
2023-07-11,186.0044708251953,177.57733276367188,166.61933670043945,57.05927982971711,181.78161060909767,169.38767881693278,7.041412353515625,3.9345619222471484,43.81991505257152,1.0,5,5,1,2.743079059699277,1.0,1.0,1.0,0.01,0.20557387892574747
2023-07-12,187.67579650878906,177.9793344116211,166.96205780029297,60.712379220956336,182.1184212319372,169.79408143230737,5.9140167236328125,3.253718537870398,43.26689199610463,1.0,5,5,1,2.802860549451913,1.0,1.0,1.0,0.01,0.20557387892574747
2023-07-13,188.4373016357422,178.39834411621095,167.32839294433595,62.286664857178465,182.47950011215462,170.20837521460592,7.1501922607421875,3.9441261352740176,42.741520092461094,1.0,5,5,1,2.7029663065375082,1.0,1.0,1.0,0.01,0.20557387892574747
2023-07-14,188.5856475830078,178.84105987548827,167.7076675415039,62.6010591435122,182.8284228247748,170.61675904501485,6.6656036376953125,3.6640292587545087,42.20034357243817,1.0,5,5,1,2.61938892325527,1.0,1.0,1.0,0.01,0.20557387892574747
2023-07-17,191.8492431640625,179.37057708740235,168.1597737121582,68.76936443573234,183.3438982727341,171.08859202543812,7.8919525146484375,4.290100428630983,42.10339198540137,1.0,5,5,1,2.688715121691255,1.0,1.0,1.0,0.01,0.20557387892574747
2023-07-18,191.59210205078125,179.92773986816405,168.60506164550782,67.82023441409457,183.8152242029082,171.54422558155684,8.712783813476562,4.764225882650575,42.01251380549455,1.0,5,5,1,2.6315873238331697,1.0,1.0,1.0,0.01,0.20557387892574747
2023-07-19,192.94699096679688,180.358330078125,169.0590592956543,70.15737369184596,184.337039446559,172.01984259011775,9.978652954101562,5.453759411319137,42.35690436307607,1.0,5,5,1,2.8377899460523914,1.0,1.0,1.0,0.01,0.20557387892574747
