date,close,sma,sma_long,rsi,ema,ema_long,mom,roc,adx,composite_score,bull_components,total_components,signal,atr,peak_composite,confidence,peak_confidence,effective_risk_fraction,realized_vol
2023-07-20,190.99874877929688,180.75133850097657,169.52014068603515,63.06467050724945,184.71770855128688,172.4415960609884,9.068832397460938,4.984794462515563,42.64085190959604,1.0,5,5,1,2.9155328706385792,1.0,1.0,1.0,0.01,0.20557387892574747
2023-07-21,189.82188415527344,181.1549801635742,169.95750381469728,59.17304846213683,185.00937572865755,172.82782468530584,4.885498046875,2.6417181332890394,42.54640177460705,1.0,5,5,1,2.9714757624808934,1.0,1.0,1.0,0.01,0.20557387892574747
2023-07-24,190.62294006347656,181.5392868041992,170.40791397094728,60.939895402343836,185.33015083350435,173.22327169370965,6.0030364990234375,3.2515651796598988,42.456674146367504,1.0,5,5,1,2.969029152033284,1.0,1.0,1.0,0.01,0.20557387892574747
2023-07-25,191.48330688476562,181.93704803466798,170.8876675415039,62.801889766524575,185.68175975071927,173.62905025351088,8.257827758789062,4.50692108880304,42.37143289953994,1.0,5,5,1,2.8763359966597974,1.0,1.0,1.0,0.01,0.20557387892574747
2023-07-26,192.35360717773438,182.3708074951172,171.37019836425782,64.63821377978513,186.06300817512013,174.04515151849364,6.3689422607421875,3.4244448398929705,42.44283188788992,1.0,5,5,1,2.834768420845912,1.0,1.0,1.0,0.01,0.20557387892574747
2023-07-27,191.08773803710938,182.78913970947266,171.78950561523436,59.998678438604294,186.35013559580523,174.42387566335177,3.92620849609375,2.0977646986120257,42.695445902519495,1.0,5,5,1,2.9607620534468313,1.0,1.0,1.0,0.01,0.20557387892574747
2023-07-28,193.66893005371094,183.25909576416015,172.20697204589842,65.4450968758045,186.76835242197126,174.85154353869308,6.171142578125,3.291314879610807,42.93542921641759,1.0,5,5,1,2.9901623836565414,1.0,1.0,1.0,0.01,0.20557387892574747
2023-07-31,194.28208923339844,183.72905181884767,172.65259338378905,66.60818933082105,187.19770881119567,175.28333344301987,2.45263671875,1.2785506535096358,43.16341336462078,1.0,5,5,1,2.8634677349443316,1.0,1.0,1.0,0.01,0.20557387892574747
2023-08-01,193.45138549804688,184.13571411132813,173.0773652648926,63.49023940896758,187.55506176473003,175.68706793313157,3.115234375,1.6367013605240288,43.410615855976374,1.0,5,5,1,2.761362596475544,1.0,1.0,1.0,0.01,0.20557387892574747
2023-08-02,190.45481872558594,184.48026977539064,173.49468872070312,53.721241286979506,187.72076216249323,176.0152401729639,1.2362060546875,0.6533215930705438,42.54015670859882,1.0,5,5,1,2.82973003666673,1.0,1.0,1.0,0.01,0.20557387892574747
2023-08-03,189.06036376953125,184.81592468261718,173.91870864868164,49.8753727896419,187.79731082575253,176.30513180844318,-0.6329498291015625,-0.33367007887310507,41.395356458985816,0.6,3,5,2,2.76111744449557,0.6,0.597526468053321,0.597526468053321,0.01,0.20557387892574747
2023-08-04,179.98165893554688,185.02222259521486,174.23248565673828,33.207283176322164,187.35070214631222,176.3868324112677,-8.594100952148438,-4.557373098889583,40.0572236618345,0.2,1,5,-1,3.2173190266010545,0.6,0.20123676597333945,0.597526468053321,0.01,0.20557387892574747
2023-08-07,176.87632751464844,185.1608758544922,174.49427230834962,29.567443968490608,186.7521664530743,176.39771008023172,-9.652297973632812,-5.174700638234864,39.36565706105293,0.2,1,5,-1,3.395811544003738,0.6,0.20123676597333945,0.597526468053321,0.01,0.20557387892574747
2023-08-08,177.81582641601562,185.29557250976563,174.76150344848634,31.9960441989464,186.24151845095665,176.42922377658246,-8.188644409179688,-4.402391175250441,38.70866879031043,0.24163287352662727,1,5,-1,3.343276220409759,0.6,0.24551566816480563,0.597526468053321,0.01,0.20557387892574747
2023-08-09,176.22361755371094,185.35016357421875,174.9845669555664,30.101687045034158,185.66906697111403,176.42465474940755,-11.452178955078125,-6.102107553619362,37.95028907708062,0.2,1,5,-1,3.3813807552786197,0.6,0.224699231401492,0.597526468053321,0.01,0.20557387892574747
2023-08-10,176.0060272216797,185.36341583251954,175.21384979248046,29.841663399307645,185.11689327114635,176.41535191545805,-12.4312744140625,-6.597034825988279,37.22982834951229,0.2,1,5,-1,3.3623701574543654,0.6,0.224699231401492,0.597526468053321,0.01,0.20557387892574747
2023-08-11,176.06546020507812,185.37884521484375,175.4200241088867,30.019479791052788,184.59966852451387,176.40757654411627,-12.520187377929688,-6.638992700872848,36.65305834527318,0.2,1,5,-1,3.2686232526347854,0.6,0.224699231401492,0.597526468053321,0.01,0.20557387892574747
2023-08-14,177.71926879882812,185.37117797851562,175.62417007446288,34.95939482793388,184.20650282590327,176.43672526088764,-14.129974365234375,-7.365144700180515,35.86841573531704,0.2,1,5,-1,3.2035015314271953,0.6,0.224699231401492,0.597526468053321,0.01,0.20557387892574747
2023-08-15,175.72874450683594,185.306689453125,175.82273071289063,32.02883633501653,183.72205949338513,176.42099235524205,-15.863357543945312,-8.279755467028982,35.16071553841633,0.19266205218051496,1,5,-1,3.1465672733536567,0.6,0.19431369152444106,0.597526468053321,0.01,0.20557387892574747
2023-08-16,174.8572998046875,185.2518701171875,176.00171371459962,30.81110684527567,183.21550179688813,176.3862436318964,-18.089691162109375,-9.375472025486175,34.569836273649614,0.2,1,5,-1,3.0661128681320906,0.6,0.19798266543418358,0.597526468053321,0.01,0.20557387892574747
2023-08-17,172.3122100830078,185.15346710205077,176.1422090148926,27.520243273236378,182.59245655609496,176.29570955303222,-18.686538696289062,-9.783592204513214,34.41993226988884,0.2,1,5,-1,3.1321696650276096,0.6,0.19798266543418358,0.597526468053321,0.01,0.20557387892574747
2023-08-18,172.7974853515625,185.09226318359376,176.30701263427736,29.07573311258344,182.03274391583597,176.217971237444,-17.024398803710938,-8.968617543478318,34.461626753084325,0.2,1,5,-1,3.1305534023702335,0.6,0.19798266543418358,0.597526468053321,0.01,0.20557387892574747
2023-08-21,174.1343536376953,185.0034033203125,176.49140716552733,33.321180834610175,181.58140732851365,176.17166862411625,-16.48858642578125,-8.649843728299766,34.251267604143905,0.2,1,5,-1,3.0760007641381066,0.6,0.19798266543418358,0.597526468053321,0.01,0.20557387892574747
2023-08-22,175.51087951660156,184.93435974121093,176.65875366210938,37.4715501834237,181.2345200249758,176.15698442172703,-15.972427368164062,-8.34142026687279,33.69118065731932,0.23330288812622693,1,5,-1,2.9864405591422085,0.6,0.23718504530374612,0.597526468053321,0.01,0.20557387892574747
2023-08-23,179.36312866210938,184.88638671875,176.84891983032227,47.34852716230062,181.12758337566916,176.2282320715133,-12.990478515625,-6.753436395721879,32.37820080263793,0.2,1,5,-1,3.078700947572879,0.6,0.22053360124063268,0.597526468053321,0.01,0.20557387892574747
2023-08-24,174.6691436767578,184.75402740478515,176.96706130981445,39.219160925130275,180.7585296785885,176.19358566274096,-16.418594360351562,-8.59217578741921,31.47408478913082,0.2,1,5,-1,3.2202513308029093,0.6,0.22053360124063268,0.597526468053321,0.01,0.20557387892574747
2023-08-25,176.87750244140625,184.65317657470703,177.09474380493165,44.08328331807581,180.53675669360666,176.20878381337798,-16.791427612304688,-8.670171104703195,30.642393346127086,0.2,1,5,-1,3.225782382439078,0.6,0.22053360124063268,0.597526468053321,0.01,0.20557387892574747
2023-08-28,178.4421844482422,184.5428744506836,177.24340591430663,47.30123405334478,180.4170668510144,176.25841493859718,-15.83990478515625,-8.153044291245592,29.575340501438365,0.2,1,5,-1,3.1396697575960353,0.6,0.22053360124063268,0.597526468053321,0.01,0.20557387892574747
2023-08-29,182.33404541015625,184.5319689941406,177.4494549560547,54.33990202372478,180.52660848296537,176.39342894907628,-11.117340087890625,-5.746839217133893,28.352411025868314,0.47049794981819043,2,5,-1,3.297380087302968,0.6,0.47028973482609,0.597526468053321,0.01,0.20557387892574747
2023-08-30,185.82981872558594,184.58919860839845,177.68157318115234,59.5641868277473,180.82964906825796,176.6031264996654,-4.625,-2.4283974703017908,27.602382313632596,0.6,3,5,0,3.325699040765888,0.6,0.6194477264092508,0.6194477264092508,0.01,0.20557387892574747
2023-08-31,186.04766845703125,184.67155364990234,177.9418438720703,59.872315811664464,181.1278216047593,176.81300520982907,-3.0126953125,-1.5935097407156928,27.053800253544257,0.6,3,5,0,3.204155645202275,0.6,0.6194477264092508,0.6194477264092508,0.01,0.20557387892574747
2023-09-01,187.62225341796875,184.72527099609374,178.2300077819824,62.11919305658245,181.49893199408555,177.05321072556552,7.640594482421875,4.245207277013741,26.634683539757113,1.0,5,5,1,3.120295564844416,1.0,1.0,1.0,0.01,0.20557387892574747
2023-09-05,187.85992431640625,184.7900714111328,178.52746170043946,62.46086873013169,181.86241726964673,177.2933599164731,10.983596801757812,6.2097607724517,26.11118613958784,1.0,5,5,1,3.0650606231532516,1.0,1.0,1.0,0.01,0.2485712814372173
2023-09-06,181.13580322265625,184.74827789306642,178.70375137329103,48.996059803404144,181.82089646696156,177.37874754549938,3.319976806640625,1.8670873529970544,24.980582631965095,0.6478369264330887,3,5,-1,3.428281701560769,1.0,0.6460383111895808,1.0,0.01,0.2485712814372173
2023-09-07,175.83766174316406,184.54533782958984,178.83051605224608,41.41953421871266,181.47899733988743,177.34450119433637,-0.385955810546875,-0.2190148039772466,24.80917644117512,0.2,1,5,-1,3.846200981705842,1.0,0.24120173796569983,1.0,0.01,0.2485712814372173
2023-09-08,176.45164489746094,184.33114013671874,178.96322341918946,42.52865260515514,181.19172005746304,177.3246599432947,0.44561767578125,0.25318319083471597,24.35466622235429,0.6,3,5,-1,3.761044756296125,1.0,0.6221198479730364,1.0,0.01,0.2485712814372173
2023-09-11,177.62022399902344,184.1335888671875,179.09537017822265,44.67563205902036,180.98763456840936,177.331228033422,1.5547637939453125,0.8830600801169819,23.969547586934038,0.6,3,5,-1,3.7017769096179807,1.0,0.6221198479730364,1.0,0.01,0.2485712814372173
2023-09-12,174.58990478515625,183.78879791259766,179.18575775146485,40.45512171551876,180.62205000936632,177.2703097390161,-3.129364013671875,-1.760846775266789,23.859063063178613,0.2,1,5,-1,3.812970768685723,1.0,0.24120173796569983,1.0,0.01,0.2485712814372173
2023-09-13,172.5201873779297,183.4324786376953,179.26512664794922,37.826671545891315,180.1590864304271,177.1647514643253,-3.20855712890625,-1.82585787994487,23.836448250670298,0.2138868994728364,1,5,-1,3.775458827425872,1.0,0.21453095873339328,1.0,0.01,0.2485712814372173
2023-09-14,174.0353546142578,183.1288134765625,179.37574493408204,40.85616434163568,179.80915889807457,177.09520931210156,-0.8219451904296875,-0.4700662719530624,23.85494761412353,0.2,1,5,-1,3.6840375269441688,1.0,0.2075875089969751,1.0,0.01,0.2485712814372173
2023-09-15,173.31240844726562,182.80119537353517,179.4760722351074,39.858203280728105,179.4379160151712,177.01114707066077,1.0001983642578125,0.5804570458332492,23.80501394798196,0.6,3,5,-1,3.610463197415661,1.0,0.6049247263845501,1.0,0.01,0.2485712814372173
2023-09-18,176.2436981201172,182.5545541381836,179.62111877441407,45.65457773418428,179.25538927831096,176.99409264953758,3.4462127685546875,1.9943651156399955,23.289994314300255,0.6,3,5,-1,3.6616884223339428,1.0,0.6049247263845501,1.0,0.01,0.2485712814372173
2023-09-19,177.33303833007812,182.37064239501953,179.77715774536134,47.67292537506411,179.14554065269766,177.0016247757718,3.1986846923828125,1.836906173630748,22.76152480364744,0.6,3,5,-1,3.576978545073222,1.0,0.6049247263845501,1.0,0.01,0.2485712814372173
2023-09-20,173.78778076171875,182.12630859375,179.85182067871094,42.1821837875687,178.83938294464173,176.93020601990395,-1.7230987548828125,-0.9817617914220644,22.46852777044872,0.18506389816705363,1,5,-1,3.625643914433789,1.0,0.18754250607538703,1.0,0.01,0.2485712814372173
2023-09-21,172.24288940429688,181.81765045166014,179.89849243164062,40.01915664759942,178.46244045662203,176.826043428446,-7.1202392578125,-3.9697340868902087,22.368670567683232,0.2,1,5,-1,3.53926468236245,1.0,0.19501055699186023,1.0,0.01,0.2485712814372173
2023-09-22,173.09454345703125,181.51079528808594,179.95456970214843,41.791188793718106,178.15570348521683,176.74312120685903,-1.5746002197265625,-0.9014758912659016,22.138935934033476,0.2,1,5,-1,3.5092778969419607,1.0,0.19501055699186023,1.0,0.01,0.2485712814372173
2023-09-25,174.37203979492188,181.22652313232422,180.03379150390626,44.442629040808285,177.9394941314857,176.69043050881598,-2.505462646484375,-1.4164959431821167,21.92068803206621,0.2,1,5,-1,3.4580904383815674,1.0,0.19501055699186023,1.0,0.01,0.2485712814372173
2023-09-26,170.2919921875,180.79537811279297,180.08297760009765,38.42294120119587,177.5024940204008,176.54824299056452,-8.150192260742188,-4.567413409527155,22.01507091135198,0.2,1,5,-1,3.5237368803031512,1.0,0.19501055699186023,1.0,0.01,0.2485712814372173
2023-09-27,168.77682495117188,180.3390725708008,180.13340621948242,36.4485443890375,177.00388435930202,176.37554481191134,-13.557220458984375,-7.4353752358687135,22.390099683333744,0.148849635224302,1,5,-1,3.554276203432891,1.0,0.14995582012363667,1.0,0.01,0.2485712814372173
2023-09-28,169.0343017578125,179.86081878662108,180.10957443237305,37.0406055927624,176.5484796392169,176.21240607737582,-16.795516967773438,-9.038117285458537,22.892324366902788,0.2,1,5,-1,3.6123440766650323,1.0,0.17553100251148568,1.0,0.01,0.2485712814372173
2023-09-29,169.54930114746094,179.43182983398438,180.09158416748048,38.27919110078126,176.14852658254514,176.06433707893328,-16.498367309570312,-8.867817289191503,23.16595026772661,0.2,1,5,-1,3.5474288127618303,1.0,0.17553100251148568,1.0,0.01,0.2485712814372173
2023-10-02,172.0646514892578,179.07668518066407,180.11583267211915,44.066949692402595,175.91516229150017,175.9754551769405,-15.557601928710938,-8.291981172432173,23.189410260629007,0.2,1,5,-1,3.53242116821516,1.0,0.17553100251148568,1.0,0.01,0.2485712814372173
2023-10-03,170.7277374267578,178.67878112792968,180.10903396606446,41.822163478582375,175.6187380135149,175.85883922693645,-17.132186889648438,-9.119660274531604,23.224894015387996,0.2,1,5,-1,3.4873607262082844,1.0,0.17553100251148568,1.0,0.01,0.2485712814372173
2023-10-04,171.97549438476562,178.2886248779297,180.11283645629882,44.655807211088536,175.41055266330065,175.7725426748882,-9.160308837890625,-5.057149759967972,23.14199628873115,0.19181354413276905,1,5,-1,3.4674476246768657,1.0,0.19538910646290264,1.0,0.01,0.2485712814372173
2023-10-05,173.21336364746094,177.90582000732422,180.1383137512207,47.39333126051743,175.28499900525267,175.71567202983425,-2.624298095703125,-1.4924550688897864,22.816218256512574,0.2,1,5,-1,3.4157110104478767,1.0,0.19948233439651814,1.0,0.01,0.2485712814372173
2023-10-06,175.76834106445312,177.5994320678711,180.19428588867189,52.60433599475907,175.3126185514927,175.71684245282577,-0.6833038330078125,-0.3872470746333345,22.036902826912062,0.2,1,5,-1,3.511971322900027,1.0,0.19948233439651814,1.0,0.01,0.2485712814372173
2023-10-09,177.25381469726562,177.27112976074218,180.26511276245117,55.372223773255705,175.42354404553686,175.7509973915911,-0.3664093017578125,-0.20628805296396546,21.113276855458952,0.2,1,5,-1,3.4910073157330763,1.0,0.19948233439651814,1.0,0.01,0.2485712814372173
2023-10-10,176.65965270996094,176.91868103027343,180.32386642456055,54.01348287592478,175.4941788263611,175.77118973199933,2.0697479248046875,1.1854911813782287,20.120676585804045,0.6,3,5,-1,3.36685219256166,1.0,0.5799521049170671,1.0,0.01,0.2485712814372173
2023-10-11,178.05596923828125,176.61077270507812,180.37324340820314,56.70236961728477,175.6405668498994,175.8219626099167,5.5357818603515625,3.208773387328101,19.237346685604056,0.42523803757749057,2,5,-1,3.285518130811977,1.0,0.4175548603908036,1.0,0.01,0.2485712814372173
2023-10-12,178.9571075439453,176.38081848144532,180.43054412841798,58.3931944584234,175.83008346098774,175.89163249733957,4.9217529296875,2.828019019811445,18.57775482348623,0.4,2,5,-1,3.2842663215472787,1.0,0.4049358416020583,1.0,0.01,0.2485712814372173
2023-10-13,177.11517333984375,176.14191467285156,180.47891967773438,53.770982979157964,175.90351716835093,175.91882229383967,3.802764892578125,2.1941677036559026,17.78890614837219,0.4,2,5,-1,3.3177637708518146,1.0,0.4049358416020583,1.0,0.01,0.2485712814372173
2023-10-16,176.98643493652344,176.08201019287108,180.55211639404297,53.45250870280396,175.96539818367506,175.94254701923265,0.74273681640625,0.42142602789692063,17.042734323515027,0.6,3,5,-1,3.2625719663694674,1.0,0.598808274151527,1.0,0.01,0.2485712814372173
2023-10-17,175.431640625,176.0531164550781,180.60699615478515,49.6294141415391,175.93489775175078,175.93119354380525,-1.901397705078125,-1.0722185346753954,16.612527321796524,0.0,0,5,-1,3.3068161307145396,1.0,0.0,1.0,0.01,0.2485712814372173
2023-10-18,174.1343536376953,175.97948699951172,180.63752975463868,46.632440689277296,175.83200951666188,175.89126376811393,0.3465728759765625,0.19942304024915813,16.203830670163946,0.41631919048439386,2,5,-1,3.2453322844355705,1.0,0.41187173728674065,1.0,0.01,0.2485712814372173
2023-10-19,173.75807189941406,175.93017608642577,180.64016983032226,45.76910844159911,175.7134987956763,175.84385950436504,1.5151824951171875,0.8796778202905475,15.763658077384287,0.4,2,5,-1,3.200972076065793,1.0,0.40371214204454375,1.0,0.01,0.2485712814372173
2023-10-20,171.20309448242188,175.83411743164064,180.59876663208007,40.31177659664223,175.45576140634748,175.7407313927663,-1.891448974609375,-1.092725938572936,15.761946321528203,0.0,0,5,-1,3.1718065629523564,1.0,0.0,1.0,0.01,0.2485712814372173
2023-10-23,171.32191467285156,175.7392465209961,180.55904586791993,40.666099049709196,175.21954159300486,175.6425354656571,-3.0501251220703125,-1.7492053919066053,16.14553345922266,0.0,0,5,-1,3.233850819836861,1.0,0.0,1.0,0.01,0.2485712814372173
2023-10-24,171.75765991210938,175.62001434326172,180.49559616088868,42.0252753903184,175.021719782668,175.55620489780048,1.465667724609375,0.8606791815528148,16.50994124003239,0.4,2,5,-1,3.159894870933221,1.0,0.40371214204454375,1.0,0.01,0.2485712814372173
2023-10-25,169.44033813476562,175.4942462158203,180.40046783447266,37.151280530051544,174.70278368850214,175.42029674751083,0.66351318359375,0.39313050460909604,16.967289235842323,0.36477821088161483,2,5,-1,3.131543013828342,1.0,0.358621259897976,1.0,0.01,0.2485712814372173
2023-10-26,165.27117919921875,175.30252380371093,180.27719696044923,30.33477144534627,174.1638348605431,175.19476080199323,-3.76312255859375,-2.2262478795489926,17.995942653102905,0.0,0,5,-1,3.311762804755548,1.0,0.0,1.0,0.01,0.2485712814372173
2023-10-27,166.58827209472656,175.18804504394532,180.17075607299805,34.42794060154537,173.73094555963928,175.0035054973873,-2.961029052734375,-1.7464118298895825,18.973163399500457,0.0,0,5,-1,3.225875739938305,1.0,0.0,1.0,0.01,0.2485712814372173
2023-10-30,168.63821411132812,175.10485961914063,180.0985614013672,40.30661845199893,173.4399323340215,174.86205457769708,-3.4264373779296875,-1.9913662383720943,19.400378669631735,0.0,0,5,-1,3.204128260407867,1.0,0.0,1.0,0.01,0.2485712814372173
2023-10-31,169.11355590820312,175.0044436645508,180.00392349243165,41.61375363225184,173.19271082397475,174.73431016281944,-1.6141815185546875,-0.9454711594518606,19.924276978712186,0.0,0,5,-1,3.1874691248963205,1.0,0.0,1.0,0.01,0.2485712814372173
2023-11-01,172.28250122070312,174.93987609863282,179.9371179199219,49.54579725544286,173.14069884664494,174.6798255196613,0.3070068359375,0.17851778070812063,19.73812861479317,0.3658596923804553,2,5,-1,3.250516602927568,1.0,0.35967616720660067,1.0,0.01,0.2485712814372173
2023-11-02,175.84759521484375,174.8695654296875,179.87797607421874,56.6765939584538,173.29537863911344,174.70577595733204,2.6342315673828125,1.5208015778414463,18.94725652596377,0.4,2,5,-1,3.2878403135872483,1.0,0.37674632101637306,1.0,0.01,0.2485712814372173
2023-11-03,174.93649291992188,174.87491241455078,179.81446990966796,54.554558710363935,173.38915659801677,174.71090300094514,-0.83184814453125,-0.4732639219859336,18.493872005187832,0.0,0,5,-1,3.3515003112134742,1.0,0.0,1.0,0.01,0.2485712814372173
2023-11-06,177.49147033691406,174.88719177246094,179.77018417358397,59.17114215865615,173.62357452595376,174.7726933861889,0.2376556396484375,0.13407645982363992,17.65264622533437,0.4,2,5,-1,3.3398754459921625,1.0,0.37674632101637306,1.0,0.01,0.2485712814372173
2023-11-07,180.05638122558594,174.9194757080078,179.7311750793457,63.21143724486525,173.99116348021846,174.89010867150884,3.396728515625,1.9227528547232753,17.10931014512067,0.4,2,5,-1,3.346765967186338,1.0,0.37674632101637306,1.0,0.01,0.2485712814372173
2023-11-08,181.11598205566406,174.89511444091798,179.7135417175293,64.76276091638624,174.39829597024394,175.02846141337895,3.0600128173828125,1.7185679483105565,16.726135869205393,0.4319784922721429,2,5,-1,3.2392797383655365,1.0,0.42661451452253313,1.0,0.01,0.2485712814372173
2023-11-09,180.640625,174.79133056640626,179.69026458740234,63.46970176064222,174.75500048623,175.1531761597483,1.6835174560546875,0.9407379674156058,16.4505745898959,0.4,2,5,-1,3.171301940030617,1.0,0.4106252683864617,1.0,0.01,0.2485712814372173
2023-11-10,184.8351287841797,174.76707977294922,179.7193167114258,69.29533040049704,175.3310078175414,175.36833066251344,7.7199554443359375,4.35872054254951,16.52805024737983,0.4,2,5,-1,3.256429652549271,1.0,0.4106252683864617,1.0,0.01,0.2485712814372173
2023-11-13,183.24856567382812,174.6796060180664,179.70243850708007,65.06843605718112,175.7834396950435,175.54344699609823,6.2621307373046875,3.5381981334053236,16.601652121989567,0.6,3,5,-1,3.1789422700074192,1.0,0.6046414639064857,1.0,0.01,0.2485712814372173
2023-11-14,185.8664093017578,174.63973571777345,179.71490356445312,68.48440536969169,176.35960938685577,175.7728461584462,10.434768676757812,5.948053976798295,16.923329952492516,0.6,3,5,-1,3.1863190392621767,1.0,0.6046414639064857,1.0,0.01,0.2485712814372173
2023-11-15,186.43157958984375,174.7456512451172,179.7469645690918,69.18501830103388,176.93515054131223,176.00970690136617,12.297225952148438,7.061918395340938,17.388257777150038,0.655008845978123,3,5,-1,3.1046295809110265,1.0,0.6611567640943716,1.0,0.01,0.2485712814372173
2023-11-16,188.11732482910156,174.99124450683593,179.7682911682129,71.23881177924817,177.5741319291859,176.27876507753808,14.3592529296875,8.263934315523391,17.991424524313594,0.6,3,5,-1,3.0918168288381147,1.0,0.6336523411053101,1.0,0.01,0.2485712814372173
2023-11-17,188.09751892089844,175.22416198730468,179.77765106201173,71.17878667260537,178.17546832871233,176.54140405183497,16.894424438476562,9.868060206243046,18.54814035881496,0.6,3,5,-1,2.9991729329253185,1.0,0.6336523411053101,1.0,0.01,0.2485712814372173
2023-11-20,189.84271240234375,175.4686117553711,179.8011003112793,73.31259826498884,178.8421679900627,176.8369886818463,18.520797729492188,10.810524599178484,19.24802203561391,0.6,3,5,-1,2.9421847441740705,1.0,0.6336523411053101,1.0,0.01,0.2485712814372173
2023-11-21,189.03953552246094,175.75760437011718,179.77320114135742,70.71767751308707,179.42487470619974,177.1081563894155,17.281875610351562,10.061778682356826,19.882253384865667,0.6,3,5,-1,2.8581040700226366,1.0,0.6336523411053101,1.0,0.01,0.2485712814372173
2023-11-22,189.7039031982422,176.10127868652344,179.76687866210938,71.61273517766264,180.01224776288788,177.3880618740561,20.263565063476562,11.959115100065354,20.643893205415957,0.8513206223864209,4,5,-1,2.8161511033463014,1.0,0.8577175225799418,1.0,0.01,0.2485712814372173
2023-11-24,188.37518310546875,176.38807525634766,179.75844436645508,67.18934168895674,180.49012978246392,177.63222012364304,23.10400390625,13.979451237774686,21.01435789425292,0.8,4,5,-1,2.7609029407928367,1.0,0.8320572113867313,1.0,0.01,0.2485712814372173
2023-11-27,188.1966552734375,176.6857601928711,179.74347778320313,66.59414776326525,180.9305026676624,177.86698534919404,21.608383178710938,12.971131104849821,21.289199232763757,0.8,4,5,-1,2.6890630600779026,1.0,0.8320572113867313,1.0,0.01,0.2485712814372173
2023-11-28,188.80154418945312,176.93691711425782,179.7457356262207,67.64011819992994,181.3802764689076,178.10997554564423,20.163330078125,11.956560489198488,21.60405672884142,0.8,4,5,-1,2.615980262893945,1.0,0.8320572113867313,1.0,0.01,0.2485712814372173
2023-11-29,187.7801971435547,177.14586029052734,179.75825134277343,63.996479297683486,181.74598622174457,178.32486935893112,18.666641235351562,11.03793314208592,22.03550586072714,0.8,4,5,-1,2.650110397745076,1.0,0.8320572113867313,1.0,0.01,0.2485712814372173
2023-11-30,188.35531616210938,177.43721099853516,179.78175979614258,65.13537777411412,182.12366221833685,178.54776817677953,16.07281494140625,9.329336890004924,22.25748777313556,0.8718206215196497,4,5,-1,2.611682721109493,1.0,0.878924929086922,1.0,0.01,0.2485712814372173
2023-12-01,189.63449096679688,177.78504302978516,179.80134674072266,67.59100507919679,182.55285243253456,178.79413979433548,13.786895751953125,7.840252654640412,22.637702957599735,0.8,4,5,-1,2.590165440992943,1.0,0.8430146183270972,1.0,0.01,0.2485712814372173
2023-12-04,187.8396759033203,178.07994567871094,179.79537048339844,61.08943712584032,182.8549566308652,178.99515170786847,12.903182983398438,7.375924124250588,22.576390479848193,0.8,4,5,-1,2.673595636888201,1.0,0.8430146183270972,1.0,0.01,0.2485712814372173
2023-12-05,191.7961883544922,178.42842864990234,179.8274758911133,68.32297965904367,183.3658841579296,179.27961918890455,14.304718017578125,8.059383355394445,23.081587497631954,0.8,4,5,-1,2.83464458187239,1.0,0.8430146183270972,1.0,0.01,0.2485712814372173
2023-12-06,190.7054443359375,178.8366976928711,179.81603790283202,64.7493158284139,183.7852875966729,179.53352641439417,10.649063110351562,5.914293643950197,23.60305329889641,0.8,4,5,-1,2.819866161339901,1.0,0.8430146183270972,1.0,0.01,0.2485712814372173
2023-12-07,192.63905334472656,179.31394226074218,179.8265074157715,67.9497494984645,184.29121706799026,179.82476034617935,11.5230712890625,6.362260888451576,24.126979643605463,0.8759845403967679,4,5,-1,2.8082668796995023,1.0,0.8848335030174936,1.0,0.01,0.2485712814372173
2023-12-08,194.0669708251953,179.81459564208984,179.83770721435548,70.10806273941098,184.84983156840198,180.1412539123797,13.426345825195312,7.432628084183901,24.74313670649125,0.8,4,5,-1,2.7719999786841347,1.0,0.8468412328191097,1.0,0.01,0.2485712814372173
2023-12-11,191.5581817626953,180.25477325439454,179.84330154418944,62.184655138584986,185.23316586521875,180.39496342016452,6.723052978515625,3.6373242590512778,24.788445185923152,1.0,5,5,-1,2.8778576819496826,1.0,1.0,1.0,0.01,0.2485712814372173
2023-12-12,193.07534790039062,180.6749871826172,179.87583618164064,64.77717389127541,185.68129055294287,180.6767497419473,9.8267822265625,5.362542506364609,24.99344043351291,1.0,5,5,-1,2.8847831294930044,1.0,1.0,1.0,0.01,0.2485712814372173
2023-12-13,196.29808044433594,181.18639404296874,179.93258758544923,69.55229329550234,186.28796426102247,181.0238904242226,10.431671142578125,5.6124563775491465,25.57561152103245,1.0,5,5,1,2.911755054238715,1.0,1.0,1.0,0.01,0.2485712814372173
2023-12-14,196.4468231201172,181.67582061767578,179.98222274780272,69.75608852040946,186.86847048154218,181.36662226190916,10.015243530273438,5.372074598256016,26.29852568340383,1.0,5,5,1,2.9488399830601986,1.0,1.0,1.0,0.01,0.1495477666538087
2023-12-15,195.91134643554688,182.1297802734375,180.01780014038087,67.99173662006943,187.38520625034243,181.68983835465667,7.7940216064453125,4.14317055248683,26.985294137656645,1.0,5,5,1,2.8373685926816767,1.0,1.0,1.0,0.01,0.1495477666538087
2023-12-18,194.24545288085938,182.49932250976562,180.04937728881836,62.680147589184976,187.77722034351484,181.9688520107945,6.1479339599609375,3.2684822188145723,27.026151610958816,1.0,5,5,1,2.859935169782692,1.0,1.0,1.0,0.01,0.1495477666538087
2023-12-19,195.28663635253906,182.8599789428711,180.06555435180664,64.54445366102914,188.2063298297448,182.26480277394438,5.4439239501953125,2.867597012972367,27.105204516200423,1.0,5,5,1,2.7307325565344627,1.0,1.0,1.0,0.01,0.1495477666538087
