date,component,reliability,effective_weight,instability,pruned,below_streak,reactivate_streak
2023-04-05,trend,0.5588000000000001,0.22890381779452734,0.0,False,0,0
2023-04-05,ema,0.5588000000000001,0.22890381779452734,0.0,False,0,0
2023-04-05,mom,0.4412,0.18073078813698182,0.0,False,0,0
2023-04-05,roc,0.4412,0.18073078813698182,0.0,False,0,0
2023-04-05,adx,0.4412,0.18073078813698182,0.0,False,0,0
2023-04-13,trend,0.4919091200000001,0.21947068482107607,0.0,False,0,0
2023-04-13,ema,0.4919091200000001,0.21947068482107607,0.0,False,0,0
2023-04-13,mom,0.50809088,0.187019543452616,0.5,False,0,0
2023-04-13,roc,0.50809088,0.187019543452616,0.5,False,0,0
2023-04-13,adx,0.50809088,0.187019543452616,0.5,False,0,0
2023-04-20,trend,0.5518224250880002,0.24083215230081906,0.0,False,0,0
2023-04-20,ema,0.5518224250880002,0.24083215230081906,0.0,False,0,0
2023-04-20,mom,0.448177574912,0.17277856513278733,0.3333333333333333,False,0,0
2023-04-20,roc,0.448177574912,0.17277856513278733,0.3333333333333333,False,0,0
2023-04-20,adx,0.448177574912,0.17277856513278733,0.3333333333333333,False,0,0
2023-04-27,trend,0.48589165939589135,0.21650982216587572,0.0,False,0,0
2023-04-27,ema,0.48589165939589135,0.21650982216587572,0.0,False,0,0
2023-04-27,mom,0.5141083406041088,0.18899345188941616,0.5,False,0,0
2023-04-27,roc,0.5141083406041088,0.18899345188941616,0.5,False,0,0
2023-04-27,adx,0.5141083406041088,0.18899345188941616,0.5,False,0,0
2023-05-04,trend,0.5466329670630167,0.24155737934745894,0.0,False,0,0
2023-05-04,ema,0.5466329670630167,0.24155737934745894,0.0,False,0,0
2023-05-04,mom,0.45336703293698344,0.17229508043502734,0.4,False,0,0
2023-05-04,roc,0.45336703293698344,0.17229508043502734,0.4,False,0,0
2023-05-04,adx,0.45336703293698344,0.17229508043502734,0.4,False,0,0
2023-05-11,trend,0.5402162707951456,0.2470254978550197,0.0,False,0,0
2023-05-11,ema,0.5402162707951456,0.2326156771468102,0.16666666666666666,False,0,0
2023-05-11,mom,0.4597837292048545,0.17345294166605668,0.5,False,0,0
2023-05-11,roc,0.4597837292048545,0.17345294166605668,0.5,False,0,0
2023-05-11,adx,0.4597837292048545,0.17345294166605668,0.5,False,0,0
2023-05-18,trend,0.47588251193373354,0.20027119600373935,0.0,False,0,0
2023-05-18,ema,0.5934825119337336,0.2372740687398532,0.14285714285714285,False,0,0
2023-05-18,mom,0.5241174880662665,0.1874849117521358,0.42857142857142855,False,0,0
2023-05-18,roc,0.5241174880662665,0.1874849117521358,0.42857142857142855,False,0,0
2023-05-18,adx,0.5241174880662665,0.1874849117521358,0.42857142857142855,False,0,0
2023-05-25,trend,0.4204010782916518,0.1724100962311661,0.0,False,0,0
2023-05-25,ema,0.6394193182916519,0.23928611533330368,0.25,False,0,0
2023-05-25,mom,0.5795989217083483,0.1961012628118434,0.5,False,0,0
2023-05-25,roc,0.5795989217083483,0.1961012628118434,0.5,False,0,0
2023-05-25,adx,0.5795989217083483,0.1961012628118434,0.5,False,0,0
2023-06-02,trend,0.4901538899187205,0.17533298302251615,0.1111111111111111,False,0,0
2023-06-02,ema,0.6790352200947206,0.23306950501104293,0.2222222222222222,False,0,0
2023-06-02,mom,0.6274461100812795,0.19719917065548034,0.4444444444444444,False,0,0
2023-06-02,roc,0.6274461100812795,0.19719917065548034,0.4444444444444444,False,0,0
2023-06-02,adx,0.6274461100812795,0.19719917065548034,0.4444444444444444,False,0,0
2023-06-09,trend,0.5503087146659046,0.18802029901647713,0.1,False,0,0
2023-06-09,ema,0.7131999738096871,0.22599841286948674,0.3,False,0,0
2023-06-09,mom,0.6687095253340954,0.19532709603801207,0.5,False,0,0
2023-06-09,roc,0.6687095253340954,0.19532709603801207,0.5,False,0,0
2023-06-09,adx,0.6687095253340954,0.19532709603801207,0.5,False,0,0
2023-06-16,trend,0.4845862355278761,0.18155628017279637,0.18181818181818182,False,0,0
2023-06-16,ema,0.6250636574134741,0.22623005802821,0.2727272727272727,False,0,0
2023-06-16,mom,0.5866950946481239,0.19740455393299786,0.45454545454545453,False,0,0
2023-06-16,roc,0.5866950946481239,0.19740455393299786,0.45454545454545453,False,0,0
2023-06-16,adx,0.5866950946481239,0.19740455393299786,0.45454545454545453,False,0,0
2023-06-26,trend,0.42790716951924035,0.18612165517833273,0.16666666666666666,False,0,0
2023-06-26,ema,0.54905489815338,0.22402193029010387,0.3333333333333333,False,0,0
2023-06-26,mom,0.5159658496245421,0.19661880484385447,0.5,False,0,0
2023-06-26,roc,0.5159658496245421,0.19661880484385447,0.5,False,0,0
