date,component,reliability,effective_weight,instability,pruned,below_streak,reactivate_streak
2024-04-26,ema,0.5551629936051727,0.19551282051282048,0.5333333333333333,False,0,0
2024-04-26,volume,0.5551629936051727,0.20112179487179485,0.4666666666666667,False,0,0
2024-04-29,rsi,0.6325289816611168,0.19885900570497148,0.5333333333333333,False,0,0
2024-04-29,macd,0.6325289816611168,0.19885900570497148,0.5333333333333333,False,0,0
2024-04-29,bb,0.6325289816611168,0.19885900570497148,0.5333333333333333,False,0,0
2024-04-29,ema,0.6325289816611168,0.20456397718011413,0.4666666666666667,False,0,0
2024-04-29,volume,0.6325289816611168,0.19885900570497148,0.5333333333333333,False,0,0
2024-04-30,rsi,0.5183002896628734,0.20112179487179488,0.4666666666666667,False,0,0
2024-04-30,macd,0.5183002896628734,0.20112179487179488,0.4666666666666667,False,0,0
2024-04-30,bb,0.5183002896628734,0.20112179487179488,0.4666666666666667,False,0,0
2024-04-30,ema,0.5183002896628734,0.19551282051282054,0.5333333333333333,False,0,0
2024-04-30,volume,0.5183002896628734,0.20112179487179488,0.4666666666666667,False,0,0
2024-05-01,rsi,0.42650611277308514,0.19885900570497148,0.5333333333333333,False,0,0
2024-05-01,macd,0.42650611277308514,0.19885900570497148,0.5333333333333333,False,0,0
2024-05-01,bb,0.42650611277308514,0.19885900570497148,0.5333333333333333,False,0,0
2024-05-01,ema,0.42650611277308514,0.20456397718011413,0.4666666666666667,False,0,0
2024-05-01,volume,0.42650611277308514,0.19885900570497148,0.5333333333333333,False,0,0
2024-05-02,rsi,0.5291403122244512,0.20112179487179488,0.4666666666666667,False,0,0
2024-05-02,macd,0.5291403122244512,0.20112179487179488,0.4666666666666667,False,0,0
2024-05-02,bb,0.5291403122244512,0.20112179487179488,0.4666666666666667,False,0,0
2024-05-02,ema,0.5291403122244512,0.19551282051282048,0.5333333333333333,False,0,0
2024-05-02,volume,0.5291403122244512,0.20112179487179488,0.4666666666666667,False,0,0
2024-05-03,rsi,0.611617154903569,0.19885900570497148,0.5333333333333333,False,0,0
2024-05-03,macd,0.611617154903569,0.19885900570497148,0.5333333333333333,False,0,0
2024-05-03,bb,0.611617154903569,0.19885900570497148,0.5333333333333333,False,0,0
2024-05-03,ema,0.611617154903569,0.20456397718011407,0.4666666666666667,False,0,0
2024-05-03,volume,0.611617154903569,0.19885900570497148,0.5333333333333333,False,0,0
2024-05-06,rsi,0.501495545680508,0.20112179487179485,0.4666666666666667,False,0,0
2024-05-06,macd,0.501495545680508,0.20112179487179485,0.4666666666666667,False,0,0
2024-05-06,bb,0.501495545680508,0.20112179487179485,0.4666666666666667,False,0,0
2024-05-06,ema,0.501495545680508,0.19551282051282054,0.5333333333333333,False,0,0
2024-05-06,volume,0.501495545680508,0.20112179487179485,0.4666666666666667,False,0,0
2024-05-07,rsi,0.5894018205088563,0.19885900570497148,0.5333333333333333,False,0,0
2024-05-07,macd,0.5894018205088563,0.19885900570497148,0.5333333333333333,False,0,0
2024-05-07,bb,0.5894018205088563,0.19885900570497148,0.5333333333333333,False,0,0
2024-05-07,ema,0.5894018205088563,0.2045639771801141,0.4666666666666667,False,0,0
2024-05-07,volume,0.5894018205088563,0.19885900570497148,0.5333333333333333,False,0,0
2024-05-08,rsi,0.5718433029609169,0.20112179487179488,0.4666666666666667,False,0,0
2024-05-08,macd,0.5718433029609169,0.20112179487179488,0.4666666666666667,False,0,0
2024-05-08,bb,0.5718433029609169,0.20112179487179488,0.4666666666666667,False,0,0
2024-05-08,ema,0.5718433029609169,0.1955128205128205,0.5333333333333333,False,0,0
2024-05-08,volume,0.5718433029609169,0.20112179487179488,0.4666666666666667,False,0,0
2024-05-09,rsi,0.6459332782593928,0.19885900570497145,0.5333333333333333,False,0,0
2024-05-09,macd,0.6459332782593928,0.19885900570497145,0.5333333333333333,False,0,0
2024-05-09,bb,0.6459332782593928,0.19885900570497145,0.5333333333333333,False,0,0
2024-05-09,ema,0.6459332782593928,0.20456397718011407,0.4666666666666667,False,0,0
2024-05-09,volume,0.6459332782593928,0.19885900570497145,0.5333333333333333,False,0,0
2024-05-10,rsi,0.5290719824092481,0.20112179487179485,0.4666666666666667,False,0,0
2024-05-10,macd,0.5290719824092481,0.20112179487179485,0.4666666666666667,False,0,0
2024-05-10,bb,0.5290719824092481,0.20112179487179485,0.4666666666666667,False,0,0
2024-05-10,ema,0.5290719824092481,0.1955128205128205,0.5333333333333333,False,0,0
2024-05-10,volume,0.5290719824092481,0.20112179487179485,0.4666666666666667,False,0,0
2024-05-13,rsi,0.6115622450640718,0.19885900570497148,0.5333333333333333,False,0,0
2024-05-13,macd,0.6115622450640718,0.19885900570497148,0.5333333333333333,False,0,0
2024-05-13,bb,0.6115622450640718,0.19885900570497148,0.5333333333333333,False,0,0
2024-05-13,ema,0.6115622450640718,0.2045639771801141,0.4666666666666667,False,0,0
2024-05-13,volume,0.6115622450640718,0.19885900570497148,0.5333333333333333,False,0,0
2024-05-14,rsi,0.6778514201334881,0.20112179487179488,0.4666666666666667,False,0,0
2024-05-14,macd,0.6778514201334881,0.20112179487179488,0.4666666666666667,False,0,0
2024-05-14,bb,0.6778514201334881,0.20112179487179488,0.4666666666666667,False,0,0
2024-05-14,ema,0.6778514201334881,0.1955128205128205,0.5333333333333333,False,0,0
2024-05-14,volume,0.6778514201334881,0.20112179487179488,0.4666666666666667,False,0,0
2024-05-15,rsi,0.731121401219271,0.19885900570497148,0.5333333333333333,False,0,0
2024-05-15,macd,0.731121401219271,0.19885900570497148,0.5333333333333333,False,0,0
2024-05-15,bb,0.731121401219271,0.19885900570497148,0.5333333333333333,False,0,0
2024-05-15,ema,0.731121401219271,0.2045639771801141,0.4666666666666667,False,0,0
2024-05-15,volume,0.731121401219271,0.19885900570497148,0.5333333333333333,False,0,0
2024-05-16,rsi,0.6857291580198063,0.20112179487179488,0.4666666666666667,False,0,0
2024-05-16,macd,0.6857291580198063,0.20112179487179488,0.4666666666666667,False,0,0
2024-05-16,bb,0.6857291580198063,0.20112179487179488,0.4666666666666667,False,0,0
2024-05-16,ema,0.6857291580198063,0.1955128205128205,0.5333333333333333,False,0,0
2024-05-16,volume,0.6857291580198063,0.20112179487179488,0.4666666666666667,False,0,0
2024-05-17,rsi,0.6492519513847163,0.19885900570497145,0.5333333333333333,False,0,0
2024-05-17,macd,0.6492519513847163,0.19885900570497145,0.5333333333333333,False,0,0
2024-05-17,bb,0.6492519513847163,0.19885900570497145,0.5333333333333333,False,0,0
2024-05-17,ema,0.6492519513847163,0.20456397718011407,0.4666666666666667,False,0,0
2024-05-17,volume,0.6492519513847163,0.19885900570497145,0.5333333333333333,False,0,0
2024-05-20,rsi,0.708138868132758,0.20112179487179488,0.4666666666666667,False,0,0
2024-05-20,macd,0.708138868132758,0.20112179487179488,0.4666666666666667,False,0,0
2024-05-20,bb,0.708138868132758,0.20112179487179488,0.4666666666666667,False,0,0
2024-05-20,ema,0.708138868132758,0.1955128205128205,0.5333333333333333,False,0,0
2024-05-20,volume,0.708138868132758,0.20112179487179488,0.4666666666666667,False,0,0
2024-05-21,rsi,0.7554603944314843,0.1988590057049715,0.5333333333333333,False,0,0
2024-05-21,macd,0.7554603944314843,0.1988590057049715,0.5333333333333333,False,0,0
2024-05-21,bb,0.7554603944314843,0.1988590057049715,0.5333333333333333,False,0,0
