Date,Open,High,Low,Close,Volume,openinterest
2023-05-04,162.84513031273676,164.96846124572582,162.27232132426357,163.7339630126953,81235400,0
2023-05-05,168.85958887715515,172.13842316096267,168.64231599957478,171.41748046875,113453200,0
2023-05-08,170.34097301845657,171.6939931151052,169.9755664215469,171.34832763671875,55962800,0
2023-05-09,170.90392591816433,171.38783954566773,169.47191108630196,169.63980102539062,45326900,0
2023-05-10,170.87431142683658,171.87178057282452,169.76819076413835,171.40760803222656,53724500,0
2023-05-11,171.6940112425966,172.42482451357537,170.03483786854437,171.59524536132812,49514700,0
2023-05-12,171.70403494878815,172.13918180226995,169.11295243629542,170.66563415527344,45533100,0
2023-05-15,171.2490949935239,171.29854623618587,169.57774258819362,170.17112731933594,37266700,0
2023-05-16,170.0920083491569,171.229311478379,169.90410268128184,170.17112731933594,42110300,0
2023-05-17,169.81510548834717,171.0216283275313,168.5393327985131,170.78428649902344,57951600,0
2023-05-18,171.0908902546592,173.30617657836305,170.6755268984154,173.11827087402344,65496700,0
2023-05-19,174.44345770293714,174.44345770293714,173.00946211256743,173.22703552246094,55809500,0
2023-05-22,172.0600450039918,172.781999977239,171.5358950094103,172.27761840820312,43570900,0
2023-05-23,171.2194449613945,171.46668610985583,169.3898544266195,169.66676330566406,50747300,0
2023-05-24,169.20194113871563,170.51726580029353,168.6382391925545,169.94366455078125,45143500,0
2023-05-25,170.50739236656926,171.98093998050487,169.79533663873903,171.08099365234375,56058300,0
2023-05-26,171.40736336995897,173.83032378662378,171.1996741500605,173.4940643310547,54835000,0
2023-05-30,175.00716998790764,177.01476677794446,174.6214744245607,175.34341430664062,55964400,0
2023-05-31,175.3731100748192,177.37082297149757,174.80939295881248,175.2939910888672,99625300,0
2023-06-01,175.73900583250884,178.13229834590607,174.97749886766357,178.10263061523438,68901800,0
2023-06-02,179.03228976822462,179.77401334018282,177.28181791308995,178.9531707763672,61996900,0
2023-06-05,180.61461168229852,182.90900173212887,176.07525265044882,177.5982666015625,121946500,0
2023-06-06,177.98396853821802,178.1323071989488,175.47198988688834,177.23236083984375,64848400,0
2023-06-07,176.47083445864072,179.21027045240393,175.36319900574063,175.85768127441406,61944600,0
2023-06-08,175.93679801452896,178.84435638126445,175.50166626223591,178.5773468017578,50214900,0
2023-06-09,179.4970927690662,180.21903277362324,178.636698310342,178.9630584716797,48900000,0
2023-06-12,179.26960009694577,181.8606822718443,178.9729077272824,181.76177978515625,54274900,0
2023-06-13,180.7827428310429,182.11783606754224,180.42671494989577,181.287109375,54929100,0
2023-06-14,181.3464426387383,182.35519080481038,180.0113494184458,181.9200439453125,57462900,0
2023-06-15,181.92992539273135,184.46167222814515,181.75190392659053,183.95729064941406,65433200,0
2023-06-16,184.669341613924,184.9264820484004,182.2364973319158,182.8793182373047,101256200,0
2023-06-20,182.37496829785866,184.0463209118931,182.37496829785866,182.9683380126953,49799100,0
2023-06-21,182.85953033754498,183.36391189129432,180.575024752965,181.92991638183594,49515700,0
2023-06-22,181.7123668419414,184.98583735805877,181.6431320743364,184.93638610839844,51245300,0
2023-06-23,183.5023838322858,185.49019723798705,182.96833449974372,184.61990356445312,53117000,0
2023-06-26,184.76826151663462,185.97479955864205,183.18591209060443,183.22547912597656,48088700,0
2023-06-27,183.838613722899,186.31102501891434,183.62104032161758,185.9846649169922,50730800,0
2023-06-28,185.85608917215896,187.80435042269775,185.5297441703453,187.16152954101562,51216800,0
2023-06-29,186.9934209820816,187.9725013298976,186.85496654717443,187.49778747558594,46347300,0
2023-06-30,189.51527911897426,192.33381899614628,189.1493519786864,191.82945251464844,85213200,0
2023-07-03,191.6415766685233,191.7404791738125,189.64386376682972,190.33615112304688,31458200,0
2023-07-05,189.45596962493224,190.85039834497115,188.51644111338388,189.21861267089844,46920300,0
2023-07-06,187.74505196417672,189.90100282202306,187.11211517011608,189.6933135986328,45094300,0
2023-07-07,189.29771490007704,190.54380484505052,188.14062814608695,188.5757598876953,46815000,0
2023-07-10,187.17144648236777,187.89340155065938,184.9759437256739,186.52862548828125,59922200,0
2023-07-11,187.07255444450544,187.21100889013437,184.54080738706045,186.0044708251953,46638100,0
2023-07-12,187.58677823550266,189.5844907414315,186.3901396467477,187.67579650878906,60750200,0
2023-07-13,188.39774969290625,189.0801376574393,187.6856939986458,188.4373016357422,41342300,0
2023-07-14,188.13071726198152,189.07023054213465,187.53734760154848,188.5856475830078,41616200,0
2023-07-17,189.7822957354681,192.17560328436687,189.69329254549467,191.8492431640625,50520200,0
2023-07-18,191.21630577539946,192.18548682934457,190.2965608776665,191.59210205078125,48288200,0
2023-07-19,190.9690618542327,196.04243976648678,190.5240157315845,192.94699096679688,80507300,0
2023-07-20,192.93711105379268,194.30188710755215,190.37569621729313,190.99874877929688,59581200,0
2023-07-21,191.95805149771712,192.8184459451999,189.11971258876892,189.82188415527344,71951700,0
2023-07-24,191.27566036710277,192.7591073714878,190.12845772868155,190.62294006347656,45377800,0
2023-07-25,191.19651381171818,192.29426504028103,190.7910347339605,191.48330688476562,37283200,0
2023-07-26,191.53276478098633,193.48102617402893,191.18663623876353,192.35360717773438,47471900,0
2023-07-27,193.85684188907683,195.02381285425056,190.42513357699178,191.08773803710938,47460200,0
2023-07-28,192.52172755154825,194.46010471349214,191.9975775461535,193.66893005371094,48291400,0
2023-07-31,193.8963936498011,194.32165626732748,193.10521896564188,194.28208923339844,38824100,0
2023-08-01,194.07443808774235,194.55902113270218,193.12502533632087,193.45138549804688,35175100,0
2023-08-02,192.88766337294663,193.02611782368746,189.73287873889473,190.45481872558594,50389300,0
2023-08-03,189.45595867004647,190.247118290272,188.58566497931545,189.06036376953125,61235200,0
2023-08-04,183.47270249377223,185.31217710978225,179.9124241755589,179.98165893554688,115956800,0
2023-08-07,180.1201302461886,181.10909486166798,175.39288059142936,176.87632751464844,97576100,0
2023-08-08,177.70703971354655,178.28064095471063,175.6203239410226,177.81582641601562,67823000,0
2023-08-09,178.87403563482027,178.93337110075507,175.05663139218126,176.22361755371094,60378500,0
2023-08-10,177.49935830249015,178.7553475423464,175.64011515660735,176.0060272216797,54686900,0
2023-08-11,175.60003302807638,176.88741115774235,174.8374976677621,176.06546020507812,52036700,0
2023-08-14,176.24371615843643,177.94703359876078,175.59011444303226,177.71926879882812,43675600,0
2023-08-15,177.1448814654077,177.73905244130324,175.3326305229056,175.72874450683594,43622600,0
2023-08-16,175.41186545531423,176.80817714322055,174.78797154296882,174.8572998046875,46964900,0
2023-08-17,175.42175166053434,175.78815784652573,171.79724982185638,172.3122100830078,66062900,0
2023-08-18,170.62872552076746,173.4015690710498,170.29202708322546,172.7974853515625,61172200,0
2023-08-21,173.37183349440417,174.4215491084137,172.05473264129324,174.1343536376953,46311900,0
2023-08-22,175.34253031574917,175.95651153189084,174.54038966607246,175.51087951660156,42038900,0
2023-08-23,176.78835776449938,179.78896551377315,176.60019834939993,179.36312866210938,52722800,0
2023-08-24,178.91752463221655,179.34336155038372,174.30272234931607,174.6691436767578,54945800,0
2023-08-25,175.6594375427037,177.41225784961358,174.1145717959043,176.87750244140625,51449600,0
2023-08-28,178.34314839003864,178.83829845949455,176.81809282485807,178.4421844482422,43820700,0
2023-08-29,177.95692088146865,183.10647826164347,177.7588638881504,182.33404541015625,53003900,0
2023-08-30,183.14611375769312,186.0278908459401,182.9480567481202,185.82981872558594,60813900,0
2023-08-31,186.0179606639307,187.28554353881972,185.66145203594442,186.04766845703125,60794500,0
2023-09-01,187.65196121049496,188.0777829772235,186.45369150574666,187.62225341796875,45766500,0
2023-09-05,186.453699999912,188.1372071331358,185.7902007519677,187.85992431640625,45280000,0
2023-09-06,186.57254135003106,187.01818850408822,179.70976859554776,181.13580322265625,81755800,0
2023-09-07,173.48074295917408,176.48136579557718,171.85665159906446,175.83766174316406,112488800,0
2023-09-08,176.6200091931817,178.49167556913386,176.06542850593996,176.45164489746094,65551300,0
2023-09-11,178.3233437087065,178.5511084974291,175.619813594627,177.62022399902344,58953100,0
2023-09-12,177.7489644157226,178.38275585399316,173.12426491742679,174.58990478515625,90370200,0
2023-09-13,174.7978655233742,175.58021106580875,172.29240747476095,172.5201873779297,84267900,0
2023-09-14,172.31222690532334,174.39186327435525,171.89630265367322,174.0353546142578,60895800,0
2023-09-15,174.76815074757482,174.78796097983732,172.13396406629226,173.31240844726562,109259500,0
2023-09-18,174.76814563074643,177.64002479353724,174.46115503817452,176.2436981201172,67257600,0
2023-09-19,175.7980702206982,177.88760394386657,175.4118538031827,177.33303833007812,51826900,0
2023-09-20,177.52120149038592,177.95693597912128,173.69864226300012,173.78778076171875,58436200,0
2023-09-21,172.85688574257026,174.58991092023126,172.17357625479622,172.24288940429688,63149100,0
2023-09-22,172.97571228348323,175.36233909077248,172.36173107244514,173.09454345703125,56725400,0
2023-09-25,172.51027081019092,175.2534062611611,172.46075278406465,174.37203979492188,46172700,0
2023-09-26,173.1242507509963,173.50055447022797,169.99489916963813,170.2919921875,64588900,0
2023-09-27,170.94558441007192,171.36150860467507,167.41022120055555,168.77682495117188,66921800,0
2023-09-28,167.69739077408406,170.36130007109168,165.9940736424088,169.0343017578125,56294400,0
2023-09-29,170.35144187875733,171.39126009408957,168.68772971206937,169.54930114746094,51861100,0
2023-10-02,169.55919331240622,172.60931959526494,169.2719978061565,172.0646514892578,52164500,0
2023-10-03,170.589096012129,171.94581747397606,169.1630765091389,170.7277374267578,49594600,0
2023-10-04,169.43041623876405,172.52016238398562,169.3115850792172,171.97549438476562,53020300,0
2023-10-05,172.10421745524127,173.7481189586483,171.00498393317727,173.21336364746094,48527900,0
2023-10-06,172.1141318832227,176.26349103240787,171.5001356476299,175.76834106445312,57266700,0
2023-10-09,175.09495269037185,177.3132302836497,174.09475506108697,177.25381469726562,42390800,0
2023-10-10,176.37247229967042,177.97675379399942,176.22391820266617,176.65965270996094,43698000,0
2023-10-11,176.4714829606774,178.10548726772782,175.87731193966172,178.05596923828125,47551100,0
2023-10-12,178.3233161912466,180.57128615943142,177.30329335832522,178.9571075439453,56743100,0
2023-10-13,179.6602366589199,180.1652842541005,176.41205364228972,177.11517333984375,51427100,0
2023-10-16,175.03554253225204,177.3429435766639,174.79786506856496,176.98643493652344,52517000,0
2023-10-17,174.93649062028842,176.6893258679855,173.10444466932296,175.431640625,57549400,0
2023-10-18,173.87688106979198,175.8574811296678,173.41143884685883,174.1343536376953,54764400,0
2023-10-19,174.33243269200634,176.11497599372035,173.49068662646167,173.75807189941406,59302900,0
2023-10-20,173.60951658974062,173.7184502104905,170.96541700693638,171.20309448242188,64244000,0
2023-10-23,169.25219112217718,172.32211231863303,168.2816861592976,171.32191467285156,55980100,0
2023-10-24,171.37144345921354,171.98542471489895,169.78695717971306,171.75765991210938,43816600,0
2023-10-25,170.21277093543313,171.38131769667615,168.99469104064445,169.44033813476562,57157000,0
2023-10-26,168.71741923518283,169.71763198356828,164.06301189675906,165.27117919921875,70625300,0
2023-10-27,165.29098147440297,167.32109955610002,165.21175565878588,166.58827209472656,58499100,0
2023-10-30,167.38054373931297,169.50968312123874,167.2319896431063,168.63821411132812,51131000,0
2023-10-31,167.70733154956028,169.24228464861295,166.27138428536674,169.11355590820312,44846000,0
2023-11-01,169.34130885799144,172.53997379429074,168.46983997695696,172.28250122070312,56934900,0
2023-11-02,173.8174769968696,176.05554977286621,173.75806140886317,175.84759521484375,77334800,0
2023-11-03,172.5498813500308,175.10485722122255,171.66851493448934,174.93649291992188,79829200,0
2023-11-06,174.66912431484397,177.6895273209714,174.50077512285628,177.49147033691406,63841300,0
2023-11-07,177.4419743130807,180.67036248552094,177.23401974281032,180.05638122558594,70530000,0
2023-11-08,180.5812266581694,181.67054768588966,179.82858892219454,181.11598205566406,49340300,0
2023-11-09,181.18529301725127,182.33402952271553,180.04643896103886,180.640625,53763500,0
2023-11-10,182.425536381392,185.00371491529177,181.98922784820692,184.8351287841797,66133400,0
2023-11-13,184.26000678217753,184.46823531200093,182.66352248721634,183.24856567382812,43627500,0
2023-11-14,186.1242211071054,186.53078271340215,184.7359804157126,185.8664093017578,60108400,0
2023-11-15,186.27293434959842,187.9090759241039,186.20351476330887,186.43157958984375,53790500,0
2023-11-16,187.9785007833142,189.356830641734,187.06621119021287,188.11732482910156,54412900,0
2023-11-17,188.65281519385715,188.78172866103995,186.98692637498098,188.09751892089844,50922700,0
2023-11-20,188.29581152699646,190.29885721130628,188.28590092727276,189.84271240234375,46505100,0
2023-11-21,189.8030754431615,189.91215257469014,188.14709726863614,189.03953552246094,38134500,0
2023-11-22,189.88239992204348,191.31029805901488,189.22793715258507,189.7039031982422,39617700,0
2023-11-24,189.26762145865425,189.29736839504776,187.66122637064439,188.37518310546875,24048300,0
2023-11-27,188.3255687303111,189.0692722786972,187.31412766791345,188.1966552734375,40552600,0
2023-11-28,188.18675406725092,189.47584330827428,187.80993940877178,188.80154418945312,38415400,0
2023-11-29,189.2973512852548,190.47736342450784,187.38356127369806,187.7801971435547,43014200,0
2023-11-30,188.2462390361622,188.7222202024886,186.61009727764167,188.35531616210938,48794400,0
2023-12-01,188.73212704562349,189.95179660734362,187.64135580786584,189.63449096679688,45704800,0
2023-12-04,188.38506152852514,188.45448112204545,185.87630278327032,187.8396759033203,43389500,0
2023-12-05,188.61314558971708,192.76795676998717,188.58338352707358,191.7961883544922,66628400,0
2023-12-06,192.81755229252437,193.12494736273675,190.4972006683192,190.7054443359375,41089700,0
2023-12-07,192.0044269286476,193.3629205543118,191.96475426663108,192.63905334472656,47477700,0
2023-12-08,192.56963798027982,194.34461894265894,192.04408867717459,194.0669708251953,53406400,0
2023-12-11,191.48877730415995,191.8655919183663,189.8129630007935,191.5581817626953,60943700,0
2023-12-12,191.45902748039885,193.08525849983545,190.11044455227926,193.07534790039062,52696900,0
2023-12-13,193.45216455954898,196.33773797632358,193.214189106248,196.29808044433594,70404200,0
2023-12-14,196.35758232148717,197.9441408874326,194.51319682969313,196.4468231201172,66831600,0
2023-12-15,195.87167377464695,196.734365015635,195.34612449787411,195.91134643554688,128538400,0
2023-12-18,194.4437708037096,194.97924583916173,192.75804576345098,194.24545288085938,55751900,0
2023-12-19,194.51318587990949,195.29654695271066,194.24544836840317,195.28663635253906,40714100,0
2023-12-20,195.24699595949082,196.0204465599507,193.1943817138672,193.1943817138672,52242800,0
2023-12-21,194.45371597287163,195.42548448345963,191.87553732603428,193.04562377929688,46482500,0
2023-12-22,193.54140785907617,193.76948784569112,191.349969834571,191.9746856689453,37149600,0
2023-12-26,191.9846022868164,192.2622504150879,191.21115176796184,191.42930603027344,28919300,0
2023-12-27,190.8739795713314,191.8754947947896,189.48572401895245,191.52842712402344,48087700,0
2023-12-28,192.51014548202977,193.0257841884141,191.5482876644632,191.95484924316406,34049900,0
2023-12-29,192.27215946893213,192.76796185552627,190.12037892679615,190.91366577148438,42672100,0
