Date,Open,High,Low,Close,Volume,openinterest
2024-10-01,228.45677367012016,228.58616112900037,222.70355021092283,225.162109375,63285000,0
2024-10-02,224.84356992020335,226.31670960653594,221.98686997976517,225.7294464111328,32880600,0
2024-10-03,224.09704443839323,225.75930638603796,222.28548343692833,224.6245880126953,34044200,0
2024-10-04,226.8442543024003,226.9437971307691,223.09172964492672,225.74935913085938,37245100,0
2024-10-07,223.4600206171574,224.64451046166124,220.3047072265611,220.6630401611328,39505400,0
2024-10-08,223.2609296773624,224.9331397600325,222.21579078164237,224.72412109375,31855700,0
2024-10-09,224.1866374402548,228.68570318762718,223.78849648056692,228.47666931152344,33591100,0
